id,recency,history,used_discount,used_bogo,zip_code,is_referral,channel,offer,conversion
56728,11,135.82,1,0,Urban,0,Web,No Offer,0
56729,8,191.56,1,0,Urban,0,Phone,Buy One Get One,0
56730,10,178.95,1,0,Rural,0,Web,Discount,0
56731,5,36.01,0,1,Urban,0,Web,Buy One Get One,0
56732,12,314.93,0,1,Rural,0,Phone,No Offer,0
56733,9,301.58,0,1,Surburban,1,Web,Buy One Get One,0
56734,8,84.36,0,1,Urban,0,Phone,Discount,0
56735,4,57.29,0,1,Rural,1,Phone,Discount,1
56736,4,370.67,1,0,Surburban,0,Multichannel,Buy One Get One,0
56737,4,99.43,0,1,Urban,1,Web,No Offer,0
56738,12,194.3,1,0,Urban,0,Web,No Offer,1
56739,2,51.73,0,1,Rural,1,Phone,Buy One Get One,0
56740,2,741.64,0,1,Surburban,1,Multichannel,No Offer,0
56741,10,61.5,0,1,Surburban,0,Web,Discount,0
56742,10,50.15,0,1,Urban,1,Phone,No Offer,0
56743,7,131.54,1,0,Urban,0,Web,Buy One Get One,0
56744,4,555.8,0,1,Surburban,1,Phone,No Offer,0
56745,9,65.97,1,0,Rural,0,Phone,Discount,1
56746,11,51.14,0,1,Surburban,0,Phone,Discount,1
56747,6,359.7,1,0,Surburban,0,Multichannel,No Offer,0
56748,4,29.99,1,0,Surburban,1,Phone,Discount,0
56749,2,394.49,0,1,Urban,0,Web,Discount,0
56750,2,599.39,0,1,Rural,1,Phone,Buy One Get One,1
56751,6,657.34,1,1,Urban,1,Multichannel,Buy One Get One,1
56752,9,390.24,0,1,Urban,0,Multichannel,Discount,0
56753,8,29.99,0,1,Surburban,0,Web,Buy One Get One,1
56754,8,276.3,1,0,Urban,0,Phone,Discount,0
56755,1,123.37,1,0,Rural,1,Web,Discount,0
56756,2,327.05,1,0,Urban,0,Web,Discount,0
56757,1,645.16,0,1,Surburban,1,Phone,Discount,0
56758,5,133.64,0,1,Surburban,0,Web,Discount,0
56759,9,91.37,1,0,Surburban,1,Phone,Buy One Get One,0
56760,10,88.33,1,0,Urban,1,Web,No Offer,0
56761,11,36.64,0,1,Urban,1,Web,Buy One Get One,0
56762,4,46.39,0,1,Urban,0,Phone,Buy One Get One,1
56763,1,832.4,1,1,Surburban,1,Web,Buy One Get One,1
56764,5,212.32,1,0,Surburban,0,Multichannel,Discount,0
56765,8,56.68,1,0,Rural,0,Web,Buy One Get One,0
56766,6,119.12,0,1,Rural,0,Phone,Buy One Get One,0
56767,9,129.14,0,1,Urban,0,Phone,Buy One Get One,0
56768,3,41.47,1,0,Surburban,0,Phone,No Offer,0
56769,9,29.99,0,1,Surburban,1,Phone,No Offer,0
56770,10,531.57,1,1,Urban,1,Phone,No Offer,0
56771,7,51.08,1,0,Urban,1,Web,No Offer,0
56772,5,492.45,1,0,Surburban,0,Phone,Buy One Get One,0
56773,1,75.02,0,1,Urban,0,Phone,Buy One Get One,0
56774,3,29.99,1,0,Surburban,0,Web,Discount,0
56775,6,77.32,1,0,Rural,0,Web,No Offer,0
56776,4,49.3,0,1,Rural,0,Web,Discount,0
56777,8,61.22,1,0,Urban,1,Web,Discount,0
56778,11,29.99,0,1,Urban,1,Web,No Offer,0
56779,11,49.12,0,1,Surburban,0,Web,Discount,0
56780,6,73.19,1,0,Surburban,0,Phone,Buy One Get One,0
56781,9,29.99,0,1,Surburban,0,Web,No Offer,0
56782,1,97.78,0,1,Urban,0,Web,No Offer,1
56783,11,158.76,0,1,Urban,1,Web,No Offer,0
56784,1,67.57,0,1,Urban,1,Phone,Buy One Get One,0
56785,4,29.99,0,1,Urban,1,Phone,No Offer,0
56786,3,102.74,1,0,Urban,0,Phone,Buy One Get One,0
56787,1,361.39,1,1,Urban,0,Multichannel,No Offer,0
56788,4,295.87,0,1,Urban,1,Web,Buy One Get One,0
56789,4,63.29,1,0,Surburban,0,Phone,Discount,0
56790,1,170.56,0,1,Surburban,1,Web,Discount,0
56791,2,457.38,1,1,Urban,0,Multichannel,Discount,1
56792,12,29.99,1,0,Surburban,0,Phone,Discount,0
56793,2,86.91,0,1,Urban,1,Web,Discount,0
56794,6,470.45,1,0,Urban,0,Multichannel,No Offer,0
56795,1,55.87,0,1,Surburban,0,Phone,Buy One Get One,1
56796,1,196.02,1,0,Surburban,0,Web,Discount,0
56797,4,74.77,0,1,Surburban,1,Phone,Discount,0
56798,10,155.11,1,0,Surburban,1,Web,Buy One Get One,0
56799,4,579.7,1,0,Urban,1,Multichannel,Discount,0
56800,6,43.83,0,1,Rural,1,Web,No Offer,0
56801,11,29.99,0,1,Surburban,0,Web,Buy One Get One,1
56802,6,97.09,0,1,Surburban,0,Web,Buy One Get One,1
56803,11,194.3,0,1,Urban,0,Phone,Discount,0
56804,10,29.99,1,0,Rural,0,Phone,No Offer,0
56805,8,29.99,0,1,Urban,0,Web,Buy One Get One,0
56806,9,872.6,1,1,Surburban,1,Multichannel,No Offer,0
56807,3,589.5,0,1,Rural,1,Multichannel,Buy One Get One,0
56808,9,237,0,1,Surburban,0,Phone,No Offer,0
56809,8,163.15,1,0,Surburban,1,Web,No Offer,1
56810,10,58.23,1,0,Surburban,1,Web,No Offer,0
56811,9,308.32,1,0,Surburban,0,Multichannel,Buy One Get One,0
56812,2,473.72,1,1,Urban,0,Multichannel,No Offer,0
56813,10,322.81,1,1,Surburban,1,Phone,No Offer,0
56814,9,29.99,1,0,Surburban,0,Web,Buy One Get One,0
56815,11,147.3,0,1,Urban,1,Phone,Buy One Get One,1
56816,2,513.47,0,1,Rural,1,Multichannel,No Offer,0
56817,2,272.45,1,0,Urban,1,Web,No Offer,0
56818,8,161.16,0,1,Rural,1,Phone,Buy One Get One,0
56819,2,29.99,0,1,Urban,0,Phone,Buy One Get One,1
56820,4,597.8,0,1,Urban,1,Phone,Discount,0
56821,2,680.32,1,1,Surburban,1,Multichannel,Buy One Get One,1
56822,9,374.67,1,1,Urban,0,Web,Discount,1
56823,3,29.99,1,0,Urban,1,Web,Discount,1
56824,2,63.83,1,0,Urban,1,Web,Buy One Get One,0
56825,8,40.35,1,0,Surburban,1,Web,Discount,0
56826,7,319.25,0,1,Urban,0,Phone,No Offer,0
56827,10,56.84,1,0,Urban,1,Web,No Offer,0
56828,11,200.39,1,0,Urban,1,Web,No Offer,0
56829,4,273.75,1,0,Rural,1,Phone,No Offer,0
56830,4,77.87,1,0,Urban,0,Web,No Offer,0
56831,10,151.17,1,0,Surburban,0,Phone,Buy One Get One,0
56832,6,55.78,1,0,Surburban,1,Phone,Buy One Get One,0
56833,1,1649.38,0,1,Surburban,1,Phone,Buy One Get One,0
56834,3,33.35,1,0,Surburban,0,Web,Discount,1
56835,5,29.99,0,1,Surburban,0,Phone,Buy One Get One,0
56836,9,64.17,1,0,Surburban,0,Phone,Buy One Get One,0
56837,1,223.46,1,1,Urban,1,Phone,No Offer,0
56838,3,84.81,1,0,Urban,1,Web,No Offer,0
56839,3,30.86,1,0,Surburban,1,Phone,Buy One Get One,0
56840,2,355.2,0,1,Surburban,1,Multichannel,Discount,0
56841,10,123.22,0,1,Surburban,1,Web,No Offer,0
56842,1,604.59,1,1,Rural,1,Multichannel,No Offer,1
56843,1,299.95,0,1,Rural,0,Multichannel,Buy One Get One,0
56844,4,508.49,0,1,Surburban,1,Web,Discount,0
56845,6,155.01,1,0,Surburban,0,Web,Discount,1
56846,1,29.99,0,1,Urban,0,Phone,Discount,0
56847,6,290.35,0,1,Surburban,1,Multichannel,No Offer,0
56848,9,218.31,0,1,Surburban,0,Web,Buy One Get One,1
56849,9,145.48,1,0,Rural,1,Web,Discount,0
56850,10,29.99,1,0,Urban,1,Web,No Offer,0
56851,4,362.38,0,1,Urban,0,Web,Buy One Get One,0
56852,11,106.69,1,0,Rural,1,Phone,No Offer,0
56853,4,29.99,1,0,Urban,0,Phone,Discount,0
56854,12,85.87,0,1,Surburban,1,Web,Buy One Get One,0
56855,5,375.54,1,0,Urban,0,Web,Discount,0
56856,7,29.99,0,1,Surburban,0,Web,Buy One Get One,0
56857,1,290.18,1,0,Urban,1,Web,Buy One Get One,0
56858,12,29.99,1,0,Urban,0,Phone,No Offer,0
56859,2,269.11,1,1,Urban,1,Phone,Buy One Get One,1
56860,2,875.39,1,0,Urban,1,Phone,Buy One Get One,0
56861,9,285.09,1,0,Rural,0,Web,Discount,1
56862,5,291.86,0,1,Rural,1,Web,Discount,0
56863,7,187.87,0,1,Urban,0,Phone,No Offer,1
56864,7,485.17,1,1,Surburban,0,Multichannel,Discount,1
56865,4,29.99,1,0,Urban,0,Phone,No Offer,0
56866,1,288.64,0,1,Urban,0,Phone,No Offer,0
56867,11,162.83,0,1,Surburban,0,Web,No Offer,1
56868,2,490.36,1,0,Urban,0,Web,No Offer,0
56869,5,540.43,1,0,Urban,1,Phone,Buy One Get One,0
56870,3,112.28,1,0,Urban,1,Phone,Discount,0
56871,3,76.01,0,1,Urban,1,Web,Discount,1
56872,1,338.73,1,1,Urban,0,Multichannel,Discount,0
56873,10,31.83,1,0,Surburban,1,Phone,No Offer,0
56874,3,41.9,0,1,Surburban,1,Web,Discount,0
56875,1,423.53,0,1,Urban,0,Phone,No Offer,0
56876,9,480.38,1,0,Surburban,0,Phone,No Offer,0
56877,6,633.77,1,0,Urban,1,Multichannel,Discount,0
56878,6,34.83,0,1,Urban,1,Phone,No Offer,0
56879,9,661.97,1,0,Rural,1,Phone,Buy One Get One,0
56880,1,370.44,1,0,Urban,1,Phone,Discount,0
56881,4,29.99,1,0,Surburban,1,Phone,Buy One Get One,0
56882,7,39.44,1,0,Surburban,0,Phone,Buy One Get One,1
56883,4,289.58,1,0,Urban,0,Phone,Discount,0
56884,5,360.36,0,1,Urban,0,Web,Buy One Get One,0
56885,1,103.88,0,1,Urban,1,Web,Discount,0
56886,3,1118.78,1,1,Urban,1,Multichannel,Discount,0
56887,1,42.96,0,1,Surburban,0,Phone,Buy One Get One,0
56888,2,137.72,0,1,Urban,1,Phone,Buy One Get One,0
56889,10,105.31,0,1,Urban,0,Phone,No Offer,0
56890,1,29.99,1,0,Rural,1,Phone,No Offer,1
56891,8,29.99,0,1,Surburban,0,Web,Buy One Get One,0
56892,11,96.15,0,1,Surburban,1,Web,No Offer,0
56893,1,459.88,1,1,Surburban,0,Web,Buy One Get One,0
56894,2,160.11,0,1,Surburban,0,Web,No Offer,0
56895,5,204.48,1,0,Urban,0,Phone,No Offer,0
56896,3,40.39,1,0,Rural,0,Web,Discount,0
56897,8,85.6,0,1,Surburban,1,Phone,Discount,0
56898,5,120.1,0,1,Urban,0,Phone,No Offer,0
56899,10,29.99,0,1,Urban,1,Web,Buy One Get One,0
56900,8,307.61,1,0,Surburban,0,Web,Buy One Get One,0
56901,4,238.14,1,0,Surburban,1,Multichannel,No Offer,0
56902,10,169.64,0,1,Surburban,0,Web,Discount,1
56903,1,202.76,0,1,Urban,1,Phone,Discount,0
56904,10,696.26,1,0,Rural,1,Multichannel,Discount,0
56905,7,133.02,0,1,Surburban,0,Web,No Offer,0
56906,3,103.19,1,0,Urban,0,Phone,Discount,0
56907,10,148.71,1,0,Surburban,0,Web,No Offer,0
56908,12,179.74,0,1,Urban,1,Web,Buy One Get One,0
56909,4,300.58,0,1,Surburban,0,Phone,Buy One Get One,0
56910,10,285.13,1,1,Urban,0,Multichannel,No Offer,0
56911,9,475.6,0,1,Surburban,0,Phone,No Offer,0
56912,2,1318.4,1,0,Urban,1,Web,Discount,1
56913,10,29.99,1,0,Surburban,0,Phone,No Offer,0
56914,4,424.9,0,1,Surburban,0,Phone,Buy One Get One,0
56915,7,29.99,1,0,Urban,0,Web,Buy One Get One,0
56916,2,1085.54,1,1,Surburban,1,Phone,Discount,0
56917,4,135.2,0,1,Surburban,0,Phone,Discount,0
56918,11,53.4,0,1,Surburban,1,Web,Buy One Get One,0
56919,9,175.86,1,0,Surburban,1,Web,Buy One Get One,0
56920,5,62.55,1,0,Surburban,0,Web,No Offer,0
56921,8,336.43,1,0,Surburban,1,Web,No Offer,0
56922,4,115.61,0,1,Urban,0,Web,Buy One Get One,0
56923,2,226.36,1,0,Surburban,0,Phone,No Offer,0
56924,4,733.73,1,1,Urban,1,Multichannel,No Offer,0
56925,10,107.16,0,1,Surburban,1,Phone,Discount,0
56926,6,264.18,1,1,Surburban,0,Phone,Discount,1
56927,7,98.02,0,1,Rural,1,Phone,Buy One Get One,0
56928,2,138.92,0,1,Surburban,1,Phone,Discount,0
56929,6,212.38,0,1,Rural,0,Web,Discount,0
56930,11,214.59,0,1,Rural,0,Multichannel,Discount,1
56931,8,136.14,1,0,Urban,0,Web,Buy One Get One,0
56932,10,134.12,0,1,Surburban,0,Phone,Buy One Get One,0
56933,10,300.28,1,0,Urban,1,Multichannel,Discount,0
56934,1,408.01,0,1,Surburban,0,Phone,Discount,0
56935,10,223.53,1,0,Surburban,0,Phone,Discount,1
56936,2,280.8,0,1,Urban,0,Phone,No Offer,0
56937,1,1265.01,1,0,Surburban,1,Multichannel,No Offer,0
56938,6,206.61,0,1,Surburban,0,Web,Discount,0
56939,4,292.69,0,1,Urban,1,Phone,No Offer,0
56940,5,148.67,0,1,Surburban,1,Web,No Offer,0
56941,10,130.92,1,0,Urban,1,Web,Discount,0
56942,4,300.91,0,1,Surburban,1,Phone,No Offer,0
56943,6,29.99,0,1,Surburban,1,Phone,Discount,0
56944,2,83.32,1,0,Surburban,0,Phone,Buy One Get One,0
56945,3,35.49,0,1,Rural,0,Phone,No Offer,1
56946,6,116.78,1,0,Urban,0,Web,Buy One Get One,0
56947,1,61.2,0,1,Urban,0,Phone,No Offer,0
56948,2,29.99,1,0,Surburban,1,Phone,Discount,1
56949,10,29.99,0,1,Urban,0,Web,Buy One Get One,0
56950,6,167.21,1,0,Surburban,0,Web,Discount,0
56951,2,240.17,1,1,Rural,0,Multichannel,Discount,1
56952,6,186.06,1,0,Rural,0,Web,No Offer,0
56953,7,543.64,0,1,Rural,1,Web,Buy One Get One,0
56954,4,585.96,1,0,Urban,1,Multichannel,No Offer,0
56955,9,31.66,1,0,Urban,0,Web,Discount,0
56956,12,29.99,1,0,Urban,0,Web,No Offer,0
56957,9,66.35,1,0,Urban,0,Phone,Buy One Get One,0
56958,2,41.79,1,0,Urban,0,Phone,No Offer,0
56959,6,243.63,0,1,Rural,0,Phone,No Offer,1
56960,5,32.16,1,0,Surburban,1,Phone,Buy One Get One,0
56961,9,338.3,1,1,Surburban,0,Phone,Discount,0
56962,12,282,0,1,Surburban,0,Phone,No Offer,0
56963,7,111.98,1,0,Rural,1,Phone,Discount,1
56964,10,29.99,1,0,Urban,1,Phone,Discount,0
56965,4,42.43,0,1,Urban,0,Phone,No Offer,0
56966,2,479.52,0,1,Surburban,0,Phone,Buy One Get One,0
56967,1,209.47,0,1,Urban,0,Phone,Buy One Get One,0
56968,9,34.25,0,1,Rural,0,Web,No Offer,0
56969,11,197.02,0,1,Urban,0,Phone,No Offer,1
56970,2,679.51,0,1,Rural,1,Phone,No Offer,0
56971,8,102.34,1,0,Urban,1,Web,No Offer,0
56972,6,101.27,1,0,Surburban,0,Phone,Buy One Get One,0
56973,1,604.01,1,0,Urban,1,Phone,Discount,0
56974,6,543.1,1,0,Urban,1,Multichannel,Discount,0
56975,10,177.89,0,1,Urban,0,Web,No Offer,0
56976,8,202.25,0,1,Urban,0,Web,Buy One Get One,0
56977,4,31.31,0,1,Surburban,1,Phone,Discount,0
56978,8,33.18,0,1,Urban,1,Phone,No Offer,0
56979,6,538.97,0,1,Surburban,1,Web,No Offer,0
56980,10,192,1,0,Urban,0,Phone,No Offer,0
56981,10,29.99,0,1,Surburban,1,Web,Discount,0
56982,11,111.67,0,1,Urban,0,Web,Discount,1
56983,1,984.93,0,1,Surburban,1,Multichannel,Discount,0
56984,7,36.07,0,1,Surburban,0,Web,Buy One Get One,0
56985,5,58.08,0,1,Surburban,1,Phone,No Offer,0
56986,6,97.72,1,0,Surburban,0,Phone,Discount,0
56987,2,193.33,1,0,Surburban,0,Phone,Buy One Get One,0
56988,5,180.5,1,0,Urban,0,Web,Discount,0
56989,5,734.79,0,1,Surburban,1,Web,Discount,0
56990,10,229.93,1,0,Surburban,0,Web,Buy One Get One,1
56991,6,29.99,1,0,Urban,0,Web,Buy One Get One,0
56992,2,415.19,1,0,Rural,0,Web,Discount,0
56993,5,151.74,1,0,Surburban,0,Phone,No Offer,0
56994,1,79.86,1,0,Urban,1,Phone,Discount,0
56995,6,29.99,0,1,Urban,0,Phone,Buy One Get One,1
56996,8,76.6,1,0,Rural,0,Phone,Discount,0
56997,9,240.67,1,0,Urban,0,Web,Buy One Get One,0
56998,1,245.3,1,1,Surburban,0,Phone,Discount,0
56999,5,353.31,0,1,Surburban,1,Web,No Offer,0
57000,6,29.99,0,1,Rural,1,Phone,Discount,0
57001,11,57.88,0,1,Surburban,1,Web,Buy One Get One,0
57002,10,54.03,1,0,Surburban,0,Web,Discount,0
57003,2,278.88,1,0,Surburban,0,Multichannel,Discount,0
57004,2,682.95,0,1,Surburban,1,Web,Buy One Get One,1
57005,4,82.53,1,0,Urban,1,Web,Discount,0
57006,9,29.99,0,1,Surburban,0,Web,Discount,0
57007,2,32.59,1,0,Urban,1,Phone,Discount,0
57008,1,29.99,1,0,Surburban,1,Phone,Buy One Get One,0
57009,1,45.93,1,0,Urban,0,Phone,No Offer,0
57010,2,41.75,1,0,Urban,0,Phone,Buy One Get One,0
57011,4,84.95,1,0,Urban,1,Web,Discount,0
57012,1,210.13,1,0,Surburban,1,Phone,Discount,0
57013,2,488.27,1,0,Urban,0,Multichannel,Buy One Get One,0
57014,2,295.14,1,0,Surburban,1,Multichannel,Discount,1
57015,4,85.49,1,0,Rural,1,Web,No Offer,0
57016,4,40.74,0,1,Surburban,0,Phone,No Offer,0
57017,4,236.7,1,1,Urban,0,Web,Discount,0
57018,3,407.54,1,0,Urban,1,Web,Buy One Get One,0
57019,2,78.99,0,1,Urban,1,Phone,Buy One Get One,0
57020,11,150.36,1,0,Surburban,1,Web,Buy One Get One,0
57021,8,100.57,0,1,Urban,0,Web,Discount,0
57022,10,212.79,0,1,Urban,1,Web,No Offer,0
57023,10,155.63,1,0,Urban,1,Phone,Buy One Get One,0
57024,2,201.7,1,1,Surburban,0,Multichannel,Discount,1
57025,1,29.99,0,1,Urban,1,Phone,Discount,0
57026,3,31.06,1,0,Urban,1,Phone,Buy One Get One,0
57027,7,31.46,1,0,Urban,1,Web,Buy One Get One,0
57028,7,66.4,0,1,Surburban,0,Web,No Offer,0
57029,6,715.26,1,0,Surburban,1,Multichannel,Buy One Get One,0
57030,7,35.61,0,1,Surburban,1,Web,Buy One Get One,0
57031,5,29.99,0,1,Surburban,0,Phone,Discount,0
57032,1,184.23,0,1,Rural,1,Phone,No Offer,0
57033,10,36.89,0,1,Urban,0,Web,No Offer,0
57034,6,317.86,1,0,Surburban,0,Phone,Buy One Get One,0
57035,10,336.99,1,0,Surburban,0,Phone,No Offer,0
57036,6,65.52,0,1,Surburban,1,Phone,No Offer,0
57037,9,331.5,1,0,Surburban,0,Phone,Buy One Get One,0
57038,3,69.3,0,1,Urban,0,Web,Buy One Get One,0
57039,3,29.99,1,0,Surburban,1,Web,Discount,0
57040,9,29.99,1,0,Surburban,1,Phone,No Offer,0
57041,5,157.42,1,0,Urban,0,Phone,No Offer,1
57042,9,62.56,1,0,Urban,1,Web,No Offer,0
57043,1,80.12,1,0,Rural,1,Phone,No Offer,0
57044,3,306.05,0,1,Urban,0,Web,No Offer,0
57045,11,55.12,0,1,Rural,1,Web,Discount,0
57046,10,399.85,1,1,Surburban,1,Web,No Offer,1
57047,11,215.23,1,0,Rural,0,Multichannel,No Offer,0
57048,9,44.14,1,0,Urban,0,Web,Discount,0
57049,4,201.62,1,0,Rural,1,Multichannel,No Offer,0
57050,10,476.3,0,1,Urban,0,Phone,Buy One Get One,0
57051,3,192.36,0,1,Surburban,1,Phone,No Offer,0
57052,6,736.73,1,1,Rural,1,Web,Discount,0
57053,2,306.93,0,1,Rural,1,Web,Buy One Get One,1
57054,4,51.9,1,0,Urban,1,Web,Discount,0
57055,1,178.31,0,1,Surburban,0,Phone,Buy One Get One,0
57056,6,489.67,1,0,Surburban,0,Phone,Buy One Get One,0
57057,9,384.69,1,1,Surburban,0,Web,No Offer,0
57058,11,223.31,1,0,Surburban,0,Multichannel,Buy One Get One,0
57059,9,303.06,0,1,Rural,0,Phone,No Offer,0
57060,10,197.65,0,1,Urban,1,Web,Discount,0
57061,5,141.07,0,1,Surburban,0,Phone,Discount,0
57062,6,426.8,1,0,Urban,1,Phone,No Offer,0
57063,9,410.94,1,0,Urban,0,Multichannel,Discount,1
57064,3,65.26,1,0,Rural,1,Web,Discount,0
57065,10,97.13,1,0,Urban,1,Web,No Offer,0
57066,3,404.72,1,0,Surburban,0,Phone,Discount,1
57067,10,29.99,1,0,Surburban,1,Web,Buy One Get One,0
57068,2,795.13,0,1,Surburban,1,Multichannel,Discount,0
57069,2,29.99,0,1,Surburban,1,Phone,Discount,0
57070,9,1029.96,1,1,Surburban,1,Multichannel,Discount,0
57071,10,174.36,1,0,Surburban,1,Phone,Discount,0
57072,10,322.93,1,0,Urban,0,Multichannel,Buy One Get One,0
57073,10,40.16,0,1,Rural,1,Web,Buy One Get One,0
57074,3,588.92,1,0,Rural,1,Web,Discount,0
57075,2,171.54,1,0,Urban,1,Web,No Offer,0
57076,9,192.4,0,1,Urban,1,Phone,Buy One Get One,0
57077,1,236.16,0,1,Urban,1,Phone,No Offer,0
57078,3,1283.1,1,0,Urban,1,Multichannel,Buy One Get One,0
57079,2,833.06,1,0,Urban,1,Phone,No Offer,0
57080,5,210.84,1,1,Urban,1,Web,Discount,1
57081,1,104.95,1,0,Surburban,0,Web,Buy One Get One,0
57082,2,586.85,1,1,Surburban,1,Web,Discount,1
57083,1,213.6,1,0,Surburban,1,Web,No Offer,0
57084,1,1955.88,0,1,Urban,1,Multichannel,Discount,0
57085,1,548.51,1,1,Surburban,1,Phone,Buy One Get One,1
57086,10,286.32,1,0,Rural,1,Web,No Offer,0
57087,6,86.46,0,1,Urban,1,Web,Buy One Get One,0
57088,5,29.99,0,1,Surburban,0,Web,Discount,0
57089,11,29.99,0,1,Surburban,0,Phone,No Offer,0
57090,9,29.99,0,1,Surburban,1,Phone,Discount,0
57091,10,29.99,0,1,Surburban,1,Phone,Discount,0
57092,4,442.75,0,1,Surburban,0,Web,Discount,0
57093,9,102.52,1,0,Surburban,1,Web,Discount,0
57094,5,217.95,0,1,Surburban,0,Web,No Offer,1
57095,2,1076.09,1,1,Surburban,1,Phone,No Offer,0
57096,9,51.98,1,0,Urban,1,Phone,Discount,1
57097,10,43.2,1,0,Surburban,1,Phone,Discount,0
57098,6,34.25,1,0,Rural,0,Web,No Offer,1
57099,10,296.44,0,1,Urban,0,Phone,Buy One Get One,0
57100,7,87.03,0,1,Urban,1,Phone,Buy One Get One,0
57101,2,353.02,1,0,Urban,1,Web,No Offer,1
57102,3,199.74,0,1,Urban,0,Phone,Buy One Get One,0
57103,10,150.84,0,1,Surburban,1,Phone,No Offer,0
57104,5,113.36,0,1,Urban,0,Web,No Offer,0
57105,3,355.33,0,1,Surburban,1,Web,Buy One Get One,1
57106,3,29.99,1,0,Rural,0,Phone,Discount,1
57107,3,1008.75,1,0,Urban,1,Phone,No Offer,0
57108,8,370.09,1,0,Urban,1,Web,No Offer,0
57109,10,121.09,1,0,Surburban,0,Phone,No Offer,0
57110,4,646.22,1,1,Surburban,1,Multichannel,Buy One Get One,0
57111,2,29.99,1,0,Urban,1,Web,Discount,0
57112,2,138.79,1,0,Surburban,0,Phone,No Offer,0
57113,1,674.02,1,0,Surburban,1,Web,No Offer,0
57114,4,232.59,0,1,Urban,0,Phone,Discount,0
57115,10,670.13,1,1,Urban,1,Multichannel,Buy One Get One,0
57116,9,341.39,0,1,Rural,0,Web,Discount,1
57117,8,127.43,1,0,Urban,0,Phone,Buy One Get One,0
57118,5,60.2,0,1,Rural,0,Phone,No Offer,0
57119,7,29.99,0,1,Rural,0,Phone,Discount,0
57120,10,587.09,0,1,Surburban,1,Multichannel,Buy One Get One,0
57121,3,72.25,0,1,Surburban,1,Phone,No Offer,0
57122,3,41.73,1,0,Rural,0,Phone,Discount,0
57123,10,305.06,1,0,Surburban,0,Phone,Discount,0
57124,1,370.35,1,0,Surburban,0,Multichannel,Discount,0
57125,8,149.18,0,1,Urban,0,Web,No Offer,0
57126,1,389.36,0,1,Urban,0,Web,No Offer,1
57127,5,276.57,1,0,Surburban,0,Web,Discount,0
57128,3,1021.7,1,1,Rural,1,Multichannel,No Offer,0
57129,7,132.73,0,1,Surburban,1,Web,Discount,0
57130,3,331.62,1,0,Surburban,0,Multichannel,Discount,0
57131,10,61.43,0,1,Urban,1,Phone,No Offer,0
57132,10,44.3,0,1,Surburban,0,Web,Discount,0
57133,5,732.08,0,1,Rural,1,Web,Buy One Get One,1
57134,10,178.35,1,0,Surburban,0,Web,No Offer,0
57135,2,29.99,1,0,Urban,0,Web,Buy One Get One,0
57136,5,29.99,1,0,Rural,1,Web,Buy One Get One,0
57137,1,213.83,1,0,Rural,0,Phone,Discount,0
57138,12,372.96,0,1,Surburban,0,Phone,No Offer,0
57139,10,29.99,1,0,Urban,0,Phone,Buy One Get One,0
57140,6,498.19,1,0,Urban,1,Web,No Offer,0
57141,10,94.2,0,1,Surburban,0,Web,Discount,0
57142,4,660.62,0,1,Surburban,1,Phone,No Offer,0
57143,6,379.67,0,1,Surburban,1,Phone,Buy One Get One,0
57144,3,34.26,0,1,Rural,1,Phone,No Offer,0
57145,9,190.08,1,0,Urban,0,Web,Buy One Get One,0
57146,12,29.99,1,0,Surburban,0,Web,Discount,0
57147,9,196.83,1,0,Rural,0,Phone,Discount,0
57148,5,378.02,1,1,Urban,0,Web,Discount,0
57149,10,465.72,0,1,Surburban,0,Web,Buy One Get One,1
57150,7,281.1,1,0,Surburban,0,Phone,Discount,0
57151,5,134.45,0,1,Urban,1,Web,No Offer,0
57152,3,37.87,1,0,Rural,0,Phone,No Offer,0
57153,3,854.8,1,1,Urban,1,Multichannel,No Offer,1
57154,1,390.73,1,0,Surburban,1,Phone,Buy One Get One,0
57155,3,30.69,0,1,Surburban,1,Web,No Offer,0
57156,1,397.96,0,1,Rural,1,Phone,Buy One Get One,1
57157,6,643.97,1,1,Urban,1,Multichannel,No Offer,0
57158,2,175.21,1,0,Rural,1,Phone,No Offer,0
57159,5,380.36,0,1,Surburban,0,Web,No Offer,0
57160,6,104.92,1,0,Urban,1,Phone,Discount,0
57161,1,485.32,1,0,Rural,0,Multichannel,No Offer,0
57162,2,29.99,1,0,Rural,1,Phone,No Offer,1
57163,10,93.96,1,0,Rural,0,Phone,Discount,0
57164,5,76.88,0,1,Urban,1,Web,Discount,0
57165,7,168.58,1,0,Surburban,1,Web,Discount,1
57166,11,155.82,1,0,Surburban,1,Web,Buy One Get One,0
57167,4,83.77,0,1,Urban,0,Web,No Offer,0
57168,10,158.62,1,0,Urban,0,Phone,No Offer,0
57169,11,39.38,0,1,Surburban,0,Phone,Buy One Get One,1
57170,7,500.71,0,1,Surburban,1,Multichannel,Buy One Get One,0
57171,8,29.99,0,1,Urban,1,Phone,Buy One Get One,0
57172,10,38.06,1,0,Urban,0,Web,Buy One Get One,0
57173,4,381.69,1,0,Surburban,0,Web,Discount,0
57174,1,72.63,0,1,Rural,0,Phone,No Offer,0
57175,10,918.68,1,0,Surburban,1,Multichannel,Discount,0
57176,11,29.99,0,1,Rural,0,Web,Buy One Get One,0
57177,5,146.98,0,1,Surburban,1,Web,No Offer,0
57178,12,29.99,1,0,Surburban,1,Web,Discount,0
57179,9,47.9,0,1,Rural,0,Phone,Discount,0
